,Bal,Brick,Dist,Flat URL,Floor,Kitsp,Livesp,Metrdist,N,New,Nfloor,Price,Rooms,Tel,Totsp,Walk
5073,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5073,1,7.0,2865000.0,1,,20.5,1.0
5074,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5074,1,16.0,2897417.0,1,,25.8,1.0
5075,,0,8.501332773062941,150408981,2,,17.7,11.0,5075,1,15.0,2920000.0,9,,17.7,1.0
5076,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5076,0,15.0,2920500.0,1,0.0,17.7,1.0
5077,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5077,1,17.0,3081784.0,1,,27.9,1.0
5078,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5078,1,17.0,3082891.0,1,,27.9,1.0
5079,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5079,0,15.0,3311500.0,1,,17.9,1.0
5080,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5080,1,17.0,3814554.0,1,,37.2,1.0
5081,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5081,1,17.0,3854774.0,1,,39.2,1.0
5082,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5082,1,16.0,3867394.0,1,,39.5,1.0
5083,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5083,1,16.0,3881322.0,1,,38.8,1.0
5084,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5084,1,17.0,3884878.0,1,,38.3,1.0
5085,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5085,1,16.0,3939931.0,1,,37.6,1.0
5086,0.0,1,16.13718603251439,150564359,3,,40.2,15.0,5086,1,16.0,3941610.0,1,,40.2,1.0
5087,0.0,1,16.13718603251439,150494645,9,,38.7,15.0,5087,1,16.0,3943618.0,1,,38.7,1.0
5088,0.0,1,16.13718603251439,150494793,10,,38.6,15.0,5088,1,17.0,3993448.0,1,,38.6,1.0
5089,1.0,1,12.043048504277063,150457338,3,,50.0,8.0,5089,1,6.0,3999000.0,3,,55.0,1.0
5090,0.0,1,16.13718603251439,150494613,13,,37.7,15.0,5090,1,16.0,4027770.0,1,,37.7,1.0
5091,0.0,1,16.13718603251439,150494682,9,,40.4,15.0,5091,1,17.0,4053519.0,1,,40.4,1.0
5092,0.0,1,16.13718603251439,150494685,15,,40.1,15.0,5092,1,17.0,4102386.0,1,,40.1,1.0
5093,1.0,0,15.997838115913144,148913521,13,8.5,19.7,15.0,5093,0,14.0,4300000.0,1,,42.1,0.0
5094,,0,11.864642887449206,150199061,1,6.0,16.0,5.0,5094,0,9.0,4300000.0,1,,28.0,0.0
5095,0.0,1,8.431524282942188,150198306,8,4.0,13.3,7.0,5095,1,19.0,4324500.0,1,,27.9,0.0
5096,0.0,1,7.124091069583398,149333294,5,16.9,50.0,10.0,5096,0,40.0,25175000.0,2,0.0,100.7,1.0
5097,0.0,1,7.123381015978815,150379987,18,11.8,58.0,10.0,5097,0,23.0,27725000.0,3,1.0,110.9,1.0
5098,4.0,0,5.63118485245071,149489651,8,10.0,63.0,4.0,5098,0,8.0,20500000.0,3,1.0,90.7,1.0
5099,1.0,0,5.6910891398873815,151116674,4,6.0,18.0,9.0,5099,0,5.0,5700.0,1,0.0,31.0,1.0
5100,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5100,1,7.0,2865000.0,1,,20.5,1.0
5101,1.0,1,12.043048504277063,150464547,3,,20.5,8.0,5101,1,7.0,2865000.0,9,,20.5,1.0
5102,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5102,1,16.0,2897417.0,1,,25.8,1.0
5103,,0,8.501332773062941,150408981,2,,17.7,11.0,5103,1,15.0,2920000.0,9,,17.7,1.0
5104,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5104,0,15.0,2920500.0,1,0.0,17.7,1.0
5105,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5105,1,17.0,3081784.0,1,,27.9,1.0
5106,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5106,1,17.0,3082891.0,1,,27.9,1.0
5107,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5107,0,15.0,3311500.0,1,,17.9,1.0
5108,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5108,1,17.0,3814554.0,1,,37.2,1.0
5109,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5109,1,17.0,3854774.0,1,,39.2,1.0
5110,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5110,1,16.0,3867394.0,1,,39.5,1.0
5111,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5111,1,16.0,3881322.0,1,,38.8,1.0
5112,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5112,1,17.0,3884878.0,1,,38.3,1.0
5113,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5113,1,16.0,3939931.0,1,,37.6,1.0
5114,0.0,1,16.13718603251439,150564359,3,,40.2,15.0,5114,1,16.0,3941610.0,1,,40.2,1.0
5115,0.0,1,16.13718603251439,150494645,9,,38.7,15.0,5115,1,16.0,3943618.0,1,,38.7,1.0
5116,0.0,1,16.13718603251439,150494793,10,,38.6,15.0,5116,1,17.0,3993448.0,1,,38.6,1.0
5117,1.0,1,12.043048504277063,150457338,3,,50.0,8.0,5117,1,6.0,3999000.0,3,,55.0,1.0
5118,0.0,1,16.13718603251439,150494613,13,,37.7,15.0,5118,1,16.0,4027770.0,1,,37.7,1.0
5119,0.0,1,16.13718603251439,150494682,9,,40.4,15.0,5119,1,17.0,4053519.0,1,,40.4,1.0
5120,0.0,1,16.13718603251439,150494685,15,,40.1,15.0,5120,1,17.0,4102386.0,1,,40.1,1.0
5121,1.0,0,15.997838115913144,148913521,13,8.5,19.7,15.0,5121,0,14.0,4300000.0,1,,42.1,0.0
5122,,0,11.864642887449206,150199061,1,6.0,16.0,5.0,5122,0,9.0,4300000.0,1,,28.0,0.0
5123,0.0,1,8.431524282942188,150198306,8,4.0,13.3,7.0,5123,1,19.0,4324500.0,1,,27.9,0.0
5124,,0,8.431980390105641,150207372,2,6.0,20.0,23.0,5124,0,9.0,5800000.0,1,1.0,32.0,1.0
5125,1.0,0,6.333989523481257,151090843,2,,,7.0,5125,1,20.0,11041488.0,2,,54.0,1.0
5126,0.0,1,9.040265822105061,149142827,11,20.0,75.0,5.0,5126,0,48.0,33980000.0,3,0.0,140.0,0.0
5127,1.0,0,5.6910891398873815,151116674,4,6.0,18.0,9.0,5127,0,5.0,5700.0,1,0.0,31.0,1.0
5128,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5128,1,7.0,2865000.0,1,,20.5,1.0
5129,1.0,1,12.043048504277063,150464547,3,,20.5,8.0,5129,1,7.0,2865000.0,9,,20.5,1.0
5130,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5130,1,16.0,2897417.0,1,,25.8,1.0
5131,,0,8.501332773062941,150408981,2,,17.7,11.0,5131,1,15.0,2920000.0,9,,17.7,1.0
5132,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5132,0,15.0,2920500.0,1,0.0,17.7,1.0
5133,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5133,1,17.0,3081784.0,1,,27.9,1.0
5134,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5134,1,17.0,3082891.0,1,,27.9,1.0
5135,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5135,0,15.0,3311500.0,1,,17.9,1.0
5136,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5136,1,17.0,3814554.0,1,,37.2,1.0
5137,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5137,1,17.0,3854774.0,1,,39.2,1.0
5138,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5138,1,16.0,3867394.0,1,,39.5,1.0
5139,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5139,1,16.0,3881322.0,1,,38.8,1.0
5140,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5140,1,17.0,3884878.0,1,,38.3,1.0
5141,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5141,1,16.0,3939931.0,1,,37.6,1.0
5142,0.0,1,16.13718603251439,150564359,3,,40.2,15.0,5142,1,16.0,3941610.0,1,,40.2,1.0
5143,0.0,1,16.13718603251439,150494645,9,,38.7,15.0,5143,1,16.0,3943618.0,1,,38.7,1.0
5144,0.0,1,16.13718603251439,150494793,10,,38.6,15.0,5144,1,17.0,3993448.0,1,,38.6,1.0
5145,1.0,1,12.043048504277063,150457338,3,,50.0,8.0,5145,1,6.0,3999000.0,3,,55.0,1.0
5146,0.0,1,16.13718603251439,150494613,13,,37.7,15.0,5146,1,16.0,4027770.0,1,,37.7,1.0
5147,0.0,1,16.13718603251439,150494682,9,,40.4,15.0,5147,1,17.0,4053519.0,1,,40.4,1.0
5148,0.0,1,16.13718603251439,150494685,15,,40.1,15.0,5148,1,17.0,4102386.0,1,,40.1,1.0
5149,1.0,0,15.997838115913144,148913521,13,8.5,19.7,15.0,5149,0,14.0,4300000.0,1,,42.1,0.0
5150,,0,11.864642887449206,150199061,1,6.0,16.0,5.0,5150,0,9.0,4300000.0,1,,28.0,0.0
5151,0.0,1,8.431524282942188,150198306,8,4.0,13.3,7.0,5151,1,19.0,4324500.0,1,,27.9,0.0
5152,1.0,0,6.95117365342972,148207390,6,9.3,28.4,10.0,5152,0,17.0,16000000.0,2,,53.0,1.0
5153,1.0,1,6.204625111399019,148566045,3,13.7,36.0,15.0,5153,1,20.0,15129274.0,2,,66.1,1.0
5154,,0,5.689497909736621,150974992,11,6.5,42.0,10.0,5154,0,12.0,9000000.0,3,1.0,60.4,1.0
5155,1.0,0,5.6910891398873815,151116674,4,6.0,18.0,9.0,5155,0,5.0,5700.0,1,0.0,31.0,1.0
5156,1.0,1,12.043048504277063,150464547,3,,20.5,8.0,5156,1,7.0,2865000.0,9,,20.5,1.0
5157,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5157,1,7.0,2865000.0,1,,20.5,1.0
5158,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5158,1,16.0,2897417.0,1,,25.8,1.0
5159,,0,8.501332773062941,150408981,2,,17.7,11.0,5159,1,15.0,2920000.0,9,,17.7,1.0
5160,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5160,0,15.0,2920500.0,1,0.0,17.7,1.0
5161,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5161,1,17.0,3081784.0,1,,27.9,1.0
5162,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5162,1,17.0,3082891.0,1,,27.9,1.0
5163,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5163,0,15.0,3311500.0,1,,17.9,1.0
5164,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5164,1,17.0,3814554.0,1,,37.2,1.0
5165,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5165,1,17.0,3854774.0,1,,39.2,1.0
5166,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5166,1,16.0,3867394.0,1,,39.5,1.0
5167,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5167,1,16.0,3881322.0,1,,38.8,1.0
5168,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5168,1,17.0,3884878.0,1,,38.3,1.0
5169,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5169,1,16.0,3939931.0,1,,37.6,1.0
5170,0.0,1,16.13718603251439,150564359,3,,40.2,15.0,5170,1,16.0,3941610.0,1,,40.2,1.0
5171,0.0,1,16.13718603251439,150494645,9,,38.7,15.0,5171,1,16.0,3943618.0,1,,38.7,1.0
5172,0.0,1,16.13718603251439,150494793,10,,38.6,15.0,5172,1,17.0,3993448.0,1,,38.6,1.0
5173,1.0,1,12.043048504277063,150457338,3,,50.0,8.0,5173,1,6.0,3999000.0,3,,55.0,1.0
5174,0.0,1,16.13718603251439,150494613,13,,37.7,15.0,5174,1,16.0,4027770.0,1,,37.7,1.0
5175,0.0,1,16.13718603251439,150494682,9,,40.4,15.0,5175,1,17.0,4053519.0,1,,40.4,1.0
5176,0.0,1,16.13718603251439,150494685,15,,40.1,15.0,5176,1,17.0,4102386.0,1,,40.1,1.0
5177,1.0,0,15.997838115913144,148913521,13,8.5,19.7,15.0,5177,0,14.0,4300000.0,1,,42.1,0.0
5178,,0,11.864642887449206,150199061,1,6.0,16.0,5.0,5178,0,9.0,4300000.0,1,,28.0,0.0
5179,0.0,1,8.431524282942188,150198306,8,4.0,13.3,7.0,5179,1,19.0,4324500.0,1,,27.9,0.0
5180,2.0,1,7.013939646034901,150105307,16,25.0,85.0,18.0,5180,0,23.0,34422500.0,3,1.0,140.5,1.0
5181,1.0,0,4.584744457767816,148299524,7,12.0,45.0,16.0,5181,0,8.0,28999000.0,4,1.0,80.0,1.0
5182,,0,5.689497909736621,150974992,11,6.5,42.0,10.0,5182,0,12.0,9000000.0,3,1.0,60.4,1.0
5183,1.0,0,5.6910891398873815,151116674,4,6.0,18.0,9.0,5183,0,5.0,5700.0,1,0.0,31.0,1.0
5184,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5184,1,7.0,2865000.0,1,,20.5,1.0
5185,1.0,1,12.043048504277063,150464547,3,,20.5,8.0,5185,1,7.0,2865000.0,9,,20.5,1.0
5186,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5186,1,16.0,2897417.0,1,,25.8,1.0
5187,,0,8.501332773062941,150408981,2,,17.7,11.0,5187,1,15.0,2920000.0,9,,17.7,1.0
5188,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5188,0,15.0,2920500.0,1,0.0,17.7,1.0
5189,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5189,1,17.0,3081784.0,1,,27.9,1.0
5190,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5190,1,17.0,3082891.0,1,,27.9,1.0
5191,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5191,0,15.0,3311500.0,1,,17.9,1.0
5192,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5192,1,17.0,3814554.0,1,,37.2,1.0
5193,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5193,1,17.0,3854774.0,1,,39.2,1.0
5194,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5194,1,16.0,3867394.0,1,,39.5,1.0
5195,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5195,1,16.0,3881322.0,1,,38.8,1.0
5196,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5196,1,17.0,3884878.0,1,,38.3,1.0
5197,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5197,1,16.0,3939931.0,1,,37.6,1.0
5198,0.0,1,16.13718603251439,150564359,3,,40.2,15.0,5198,1,16.0,3941610.0,1,,40.2,1.0
5199,0.0,1,16.13718603251439,150494645,9,,38.7,15.0,5199,1,16.0,3943618.0,1,,38.7,1.0
5200,0.0,1,16.13718603251439,150494793,10,,38.6,15.0,5200,1,17.0,3993448.0,1,,38.6,1.0
5201,1.0,1,12.043048504277063,150457338,3,,50.0,8.0,5201,1,6.0,3999000.0,3,,55.0,1.0
5202,0.0,1,16.13718603251439,150494613,13,,37.7,15.0,5202,1,16.0,4027770.0,1,,37.7,1.0
5203,0.0,1,16.13718603251439,150494682,9,,40.4,15.0,5203,1,17.0,4053519.0,1,,40.4,1.0
5204,0.0,1,16.13718603251439,150494685,15,,40.1,15.0,5204,1,17.0,4102386.0,1,,40.1,1.0
5205,1.0,0,15.997838115913144,148913521,13,8.5,19.7,15.0,5205,0,14.0,4300000.0,1,,42.1,0.0
5206,,0,11.864642887449206,150199061,1,6.0,16.0,5.0,5206,0,9.0,4300000.0,1,,28.0,0.0
5207,0.0,1,8.431524282942188,150198306,8,4.0,13.3,7.0,5207,1,19.0,4324500.0,1,,27.9,0.0
5208,1.0,0,9.768864030738944,150742380,5,6.6,31.6,5.0,5208,0,9.0,9500000.0,2,,50.0,1.0
5209,2.0,0,8.684373928546544,150386864,2,16.6,95.7,4.0,5209,1,20.0,20824200.0,2,,100.6,1.0
5210,,1,7.124091069583398,148646794,19,30.5,23.5,7.0,5210,0,40.0,19500000.0,2,,78.0,1.0
5211,1.0,0,5.6910891398873815,151116674,4,6.0,18.0,9.0,5211,0,5.0,5700.0,1,0.0,31.0,1.0
5212,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5212,1,7.0,2865000.0,1,,20.5,1.0
5213,1.0,1,12.043048504277063,150464547,3,,20.5,8.0,5213,1,7.0,2865000.0,9,,20.5,1.0
5214,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5214,1,16.0,2897417.0,1,,25.8,1.0
5215,,0,8.501332773062941,150408981,2,,17.7,11.0,5215,1,15.0,2920000.0,9,,17.7,1.0
5216,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5216,0,15.0,2920500.0,1,0.0,17.7,1.0
5217,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5217,1,17.0,3081784.0,1,,27.9,1.0
5218,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5218,1,17.0,3082891.0,1,,27.9,1.0
5219,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5219,0,15.0,3311500.0,1,,17.9,1.0
5220,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5220,1,17.0,3814554.0,1,,37.2,1.0
5221,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5221,1,17.0,3854774.0,1,,39.2,1.0
5222,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5222,1,16.0,3867394.0,1,,39.5,1.0
5223,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5223,1,16.0,3881322.0,1,,38.8,1.0
5224,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5224,1,17.0,3884878.0,1,,38.3,1.0
5225,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5225,1,16.0,3939931.0,1,,37.6,1.0
5226,0.0,1,16.13718603251439,150564359,3,,40.2,15.0,5226,1,16.0,3941610.0,1,,40.2,1.0
5227,0.0,1,16.13718603251439,150494645,9,,38.7,15.0,5227,1,16.0,3943618.0,1,,38.7,1.0
5228,0.0,1,16.13718603251439,150494793,10,,38.6,15.0,5228,1,17.0,3993448.0,1,,38.6,1.0
5229,1.0,1,12.043048504277063,150457338,3,,50.0,8.0,5229,1,6.0,3999000.0,3,,55.0,1.0
5230,0.0,1,16.13718603251439,150494613,13,,37.7,15.0,5230,1,16.0,4027770.0,1,,37.7,1.0
5231,0.0,1,16.13718603251439,150494682,9,,40.4,15.0,5231,1,17.0,4053519.0,1,,40.4,1.0
5232,0.0,1,16.13718603251439,150494685,15,,40.1,15.0,5232,1,17.0,4102386.0,1,,40.1,1.0
5233,1.0,0,15.997838115913144,148913521,13,8.5,19.7,15.0,5233,0,14.0,4300000.0,1,,42.1,0.0
5234,,0,11.864642887449206,150199061,1,6.0,16.0,5.0,5234,0,9.0,4300000.0,1,,28.0,0.0
5235,0.0,1,8.431524282942188,150198306,8,4.0,13.3,7.0,5235,1,19.0,4324500.0,1,,27.9,0.0
5236,2.0,0,6.298114527415285,150121609,13,12.0,92.0,10.0,5236,0,17.0,29000000.0,5,1.0,130.0,1.0
5237,2.0,1,9.189066505247318,150130966,16,42.0,94.0,2.0,5237,0,17.0,34500000.0,4,,155.0,1.0
5238,1.0,0,3.916833652851099,149204754,8,8.0,30.0,10.0,5238,0,8.0,12500000.0,2,,48.5,1.0
5239,1.0,0,5.6910891398873815,151116674,4,6.0,18.0,9.0,5239,0,5.0,5700.0,1,0.0,31.0,1.0
5240,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5240,1,7.0,2865000.0,1,,20.5,1.0
5241,1.0,1,12.043048504277063,150464547,3,,20.5,8.0,5241,1,7.0,2865000.0,9,,20.5,1.0
5242,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5242,1,16.0,2897417.0,1,,25.8,1.0
5243,,0,8.501332773062941,150408981,2,,17.7,11.0,5243,1,15.0,2920000.0,9,,17.7,1.0
5244,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5244,0,15.0,2920500.0,1,0.0,17.7,1.0
5245,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5245,1,17.0,3081784.0,1,,27.9,1.0
5246,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5246,1,17.0,3082891.0,1,,27.9,1.0
5247,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5247,0,15.0,3311500.0,1,,17.9,1.0
5248,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5248,1,17.0,3814554.0,1,,37.2,1.0
5249,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5249,1,17.0,3854774.0,1,,39.2,1.0
5250,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5250,1,16.0,3867394.0,1,,39.5,1.0
5251,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5251,1,16.0,3881322.0,1,,38.8,1.0
5252,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5252,1,17.0,3884878.0,1,,38.3,1.0
5253,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5253,1,16.0,3939931.0,1,,37.6,1.0
5254,0.0,1,16.13718603251439,150564359,3,,40.2,15.0,5254,1,16.0,3941610.0,1,,40.2,1.0
5255,0.0,1,16.13718603251439,150494645,9,,38.7,15.0,5255,1,16.0,3943618.0,1,,38.7,1.0
5256,0.0,1,16.13718603251439,150494793,10,,38.6,15.0,5256,1,17.0,3993448.0,1,,38.6,1.0
5257,1.0,1,12.043048504277063,150457338,3,,50.0,8.0,5257,1,6.0,3999000.0,3,,55.0,1.0
5258,0.0,1,16.13718603251439,150494613,13,,37.7,15.0,5258,1,16.0,4027770.0,1,,37.7,1.0
5259,0.0,1,16.13718603251439,150494682,9,,40.4,15.0,5259,1,17.0,4053519.0,1,,40.4,1.0
5260,0.0,1,16.13718603251439,150494685,15,,40.1,15.0,5260,1,17.0,4102386.0,1,,40.1,1.0
5261,1.0,0,15.997838115913144,148913521,13,8.5,19.7,15.0,5261,0,14.0,4300000.0,1,,42.1,0.0
5262,,0,11.864642887449206,150199061,1,6.0,16.0,5.0,5262,0,9.0,4300000.0,1,,28.0,0.0
5263,0.0,1,8.431524282942188,150198306,8,4.0,13.3,7.0,5263,1,19.0,4324500.0,1,,27.9,0.0
5264,1.0,1,7.57239757500988,148355381,2,10.0,59.0,21.0,5264,0,10.0,30950000.0,3,0.0,93.0,1.0
5265,0.0,1,8.431524282942188,150197643,4,5.9,22.6,7.0,5265,1,19.0,4802000.0,2,,34.3,0.0
5266,2.0,0,4.523437676526086,150866342,9,20.0,80.0,8.0,5266,0,9.0,17500000.0,3,0.0,100.0,1.0
5267,1.0,0,5.6910891398873815,151116674,4,6.0,18.0,9.0,5267,0,5.0,5700.0,1,0.0,31.0,1.0
5268,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5268,1,7.0,2865000.0,1,,20.5,1.0
5269,1.0,1,12.043048504277063,150464547,3,,20.5,8.0,5269,1,7.0,2865000.0,9,,20.5,1.0
5270,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5270,1,16.0,2897417.0,1,,25.8,1.0
5271,,0,8.501332773062941,150408981,2,,17.7,11.0,5271,1,15.0,2920000.0,9,,17.7,1.0
5272,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5272,0,15.0,2920500.0,1,0.0,17.7,1.0
5273,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5273,1,17.0,3081784.0,1,,27.9,1.0
5274,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5274,1,17.0,3082891.0,1,,27.9,1.0
5275,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5275,0,15.0,3311500.0,1,,17.9,1.0
5276,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5276,1,17.0,3814554.0,1,,37.2,1.0
5277,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5277,1,17.0,3854774.0,1,,39.2,1.0
5278,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5278,1,16.0,3867394.0,1,,39.5,1.0
5279,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5279,1,16.0,3881322.0,1,,38.8,1.0
5280,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5280,1,17.0,3884878.0,1,,38.3,1.0
5281,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5281,1,16.0,3939931.0,1,,37.6,1.0
5282,0.0,1,16.13718603251439,150564359,3,,40.2,15.0,5282,1,16.0,3941610.0,1,,40.2,1.0
5283,0.0,1,16.13718603251439,150494645,9,,38.7,15.0,5283,1,16.0,3943618.0,1,,38.7,1.0
5284,0.0,1,16.13718603251439,150494793,10,,38.6,15.0,5284,1,17.0,3993448.0,1,,38.6,1.0
5285,1.0,1,12.043048504277063,150457338,3,,50.0,8.0,5285,1,6.0,3999000.0,3,,55.0,1.0
5286,0.0,1,16.13718603251439,150494613,13,,37.7,15.0,5286,1,16.0,4027770.0,1,,37.7,1.0
5287,0.0,1,16.13718603251439,150494682,9,,40.4,15.0,5287,1,17.0,4053519.0,1,,40.4,1.0
5288,0.0,1,16.13718603251439,150494685,15,,40.1,15.0,5288,1,17.0,4102386.0,1,,40.1,1.0
5289,1.0,0,15.997838115913144,148913521,13,8.5,19.7,15.0,5289,0,14.0,4300000.0,1,,42.1,0.0
5290,,0,11.864642887449206,150199061,1,6.0,16.0,5.0,5290,0,9.0,4300000.0,1,,28.0,0.0
5291,0.0,1,8.431524282942188,150198306,8,4.0,13.3,7.0,5291,1,19.0,4324500.0,1,,27.9,0.0
5292,,1,9.040265822105061,149643178,30,15.0,40.0,14.0,5292,0,40.0,19570000.0,2,1.0,68.2,1.0
5293,1.0,0,14.014201779582596,150853465,4,9.0,20.0,6.0,5293,0,17.0,5600000.0,1,,39.0,1.0
5294,,0,4.918869010792165,148961750,2,8.5,45.0,15.0,5294,0,8.0,25000000.0,3,,77.6,1.0
5295,1.0,0,5.6910891398873815,151116674,4,6.0,18.0,9.0,5295,0,5.0,5700.0,1,0.0,31.0,1.0
5296,1.0,1,12.043048504277063,150497471,3,,20.5,8.0,5296,1,7.0,2865000.0,1,,20.5,1.0
5297,1.0,1,12.043048504277063,150464547,3,,20.5,8.0,5297,1,7.0,2865000.0,9,,20.5,1.0
5298,0.0,1,16.13718603251439,150951435,16,,25.8,15.0,5298,1,16.0,2897417.0,1,,25.8,1.0
5299,,0,8.501332773062941,150408981,2,,17.7,11.0,5299,1,15.0,2920000.0,9,,17.7,1.0
5300,,0,8.501332773062941,149147065,2,3.0,12.0,11.0,5300,0,15.0,2920500.0,1,0.0,17.7,1.0
5301,0.0,1,16.13718603251439,150494769,17,,27.9,15.0,5301,1,17.0,3081784.0,1,,27.9,1.0
5302,0.0,1,16.13718603251439,150494764,16,,27.9,15.0,5302,1,17.0,3082891.0,1,,27.9,1.0
5303,,0,8.501332773062941,149147080,9,3.0,12.0,11.0,5303,0,15.0,3311500.0,1,,17.9,1.0
5304,0.0,1,16.13718603251439,150494694,2,,37.2,15.0,5304,1,17.0,3814554.0,1,,37.2,1.0
5305,0.0,1,16.13718603251439,150494665,2,,39.2,15.0,5305,1,17.0,3854774.0,1,,39.2,1.0
5306,0.0,1,16.13718603251439,150494634,2,,39.5,15.0,5306,1,16.0,3867394.0,1,,39.5,1.0
5307,0.0,1,16.13718603251439,150681668,3,,38.8,15.0,5307,1,16.0,3881322.0,1,,38.8,1.0
5308,0.0,1,16.13718603251439,150494710,6,,38.3,15.0,5308,1,17.0,3884878.0,1,,38.3,1.0
5309,0.0,1,16.13718603251439,150494598,8,,37.6,15.0,5309,1,16.0,3939931.0,1,,37.6,1.0
