,Bal,Brick,Dist,Flat URL,Floor,Kitsp,Livesp,Metrdist,N,New,Nfloor,Price,Rooms,Tel,Totsp,Walk
0,1.0,0,1.7817103781050454,150919303,7,15.0,80.0,10.0,0,0,10.0,68000000.0,2,0.0,99.0,1.0
1,1.0,1,1.7433886580310984,150425454,6,20.0,50.0,12.0,1,1,8.0,27786800.0,2,,78.5,1.0
2,2.0,1,2.978800870726823,149914299,6,14.0,57.0,7.0,2,1,9.0,48000000.0,3,,148.0,1.0
3,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,3,1,,4585315.0,1,,17.3,1.0
4,,1,3.7882329303994866,151004941,2,,10.0,6.0,4,1,5.0,4814581.0,1,,17.3,1.0
5,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,5,0,6.0,4814581.0,1,0.0,17.3,1.0
6,,1,4.352409061001355,150683709,4,,19.8,,6,1,19.0,4897200.0,9,,27.4,
7,,1,4.352409061001355,150682443,5,,19.8,,7,1,19.0,5168000.0,9,,27.2,
8,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,8,1,,5225953.0,1,,18.1,1.0
9,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,9,0,9.0,5300000.0,1,1.0,32.0,1.0
10,,1,3.7882329303994866,151004981,5,,10.0,6.0,10,1,5.0,5377566.0,1,,18.3,1.0
11,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,11,0,6.0,5496232.0,1,0.0,23.7,1.0
12,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,12,0,1.0,5550000.0,1,,37.4,1.0
13,,1,4.352409061001355,150683797,5,,21.7,,13,1,19.0,5738000.0,9,,31.8,
14,,1,4.352409061001355,150684102,4,,23.9,,14,1,19.0,5738000.0,9,,38.0,
15,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,15,0,5.0,5900000.0,1,1.0,30.0,
16,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,16,0,12.0,6000000.0,1,,35.0,1.0
17,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,17,0,12.0,6000000.0,1,1.0,35.1,0.0
18,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,18,0,5.0,6100000.0,1,1.0,34.0,1.0
19,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,19,0,12.0,6100000.0,1,1.0,36.0,1.0
20,,1,3.7882329303994866,151005044,4,,15.0,6.0,20,1,4.0,6258687.0,1,,25.5,1.0
21,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,21,1,,6258687.0,1,,25.5,1.0
22,,1,3.7882329303994866,151005116,3,,17.0,6.0,22,1,4.0,6325576.0,1,,30.0,1.0
23,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,23,0,6.0,6325576.0,1,0.0,29.5,1.0
24,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,24,1,,6355668.0,1,,22.3,1.0
25,1.0,0,6.332048955994337,150459322,2,10.0,18.0,10.0,25,0,12.0,6400000.0,1,1.0,34.0,1.0
26,,1,3.7882329303994866,151005216,3,,18.0,6.0,26,1,4.0,6437035.0,1,,33.5,1.0
27,,1,3.7882329303994866,151005085,4,,16.0,6.0,27,1,4.0,6449418.0,1,,28.5,1.0
28,,1,5.167150201449541,150573770,71,,77.8,3.0,28,0,95.0,35000000.0,7,1.0,77.8,1.0
29,,1,2.6611278735263606,30352258,3,8.0,16.0,3.0,29,0,8.0,12900000.0,1,1.0,32.0,1.0
30,1.0,1,1.9193800762662547,149317029,7,15.0,142.0,9.0,30,0,14.0,129000000.0,6,0.0,202.0,0.0
31,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,31,1,,4585315.0,1,,17.3,1.0
32,,1,3.7882329303994866,151004941,2,,10.0,6.0,32,1,5.0,4814581.0,1,,17.3,1.0
33,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,33,0,6.0,4814581.0,1,0.0,17.3,1.0
34,,1,4.352409061001355,150683709,4,,19.8,,34,1,19.0,4897200.0,9,,27.4,
35,,1,4.352409061001355,150682443,5,,19.8,,35,1,19.0,5168000.0,9,,27.2,
36,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,36,1,,5225953.0,1,,18.1,1.0
37,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,37,0,9.0,5300000.0,1,1.0,32.0,1.0
38,,1,3.7882329303994866,151004981,5,,10.0,6.0,38,1,5.0,5377566.0,1,,18.3,1.0
39,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,39,0,6.0,5496232.0,1,0.0,23.7,1.0
40,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,40,0,1.0,5550000.0,1,,37.4,1.0
41,,1,4.352409061001355,150683797,5,,21.7,,41,1,19.0,5738000.0,9,,31.8,
42,,1,4.352409061001355,150684102,4,,23.9,,42,1,19.0,5738000.0,9,,38.0,
43,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,43,0,5.0,5900000.0,1,1.0,30.0,
44,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,44,0,12.0,6000000.0,1,,35.0,1.0
45,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,45,0,12.0,6000000.0,1,1.0,35.1,0.0
46,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,46,0,5.0,6100000.0,1,1.0,34.0,1.0
47,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,47,0,12.0,6100000.0,1,1.0,36.0,1.0
48,,1,3.7882329303994866,151005044,4,,15.0,6.0,48,1,4.0,6258687.0,1,,25.5,1.0
49,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,49,1,,6258687.0,1,,25.5,1.0
50,,1,3.7882329303994866,151005116,3,,17.0,6.0,50,1,4.0,6325576.0,1,,30.0,1.0
51,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,51,0,6.0,6325576.0,1,0.0,29.5,1.0
52,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,52,1,,6355668.0,1,,22.3,1.0
53,1.0,0,6.332048955994337,150459322,2,10.0,18.0,10.0,53,0,12.0,6400000.0,1,1.0,34.0,1.0
54,,1,3.7882329303994866,151005216,3,,18.0,6.0,54,1,4.0,6437035.0,1,,33.5,1.0
55,,1,3.7882329303994866,151005085,4,,16.0,6.0,55,1,4.0,6449418.0,1,,28.5,1.0
56,,0,3.6251644607298714,149472851,7,9.6,30.0,5.0,56,0,12.0,11100000.0,2,1.0,50.6,1.0
57,,1,1.7817103781050454,151070074,5,,,6.0,57,0,10.0,170906389.5,4,1.0,151.0,1.0
58,0.0,1,2.5713257519352566,148194865,5,10.0,100.0,3.0,58,0,14.0,126832200.0,3,1.0,120.0,1.0
59,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,59,1,,4585315.0,1,,17.3,1.0
60,,1,3.7882329303994866,151004941,2,,10.0,6.0,60,1,5.0,4814581.0,1,,17.3,1.0
61,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,61,0,6.0,4814581.0,1,0.0,17.3,1.0
62,,1,4.352409061001355,150683709,4,,19.8,,62,1,19.0,4897200.0,9,,27.4,
63,,1,4.352409061001355,150682443,5,,19.8,,63,1,19.0,5168000.0,9,,27.2,
64,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,64,1,,5225953.0,1,,18.1,1.0
65,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,65,0,9.0,5300000.0,1,1.0,32.0,1.0
66,,1,3.7882329303994866,151004981,5,,10.0,6.0,66,1,5.0,5377566.0,1,,18.3,1.0
67,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,67,0,6.0,5496232.0,1,0.0,23.7,1.0
68,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,68,0,1.0,5550000.0,1,,37.4,1.0
69,,1,4.352409061001355,150683797,5,,21.7,,69,1,19.0,5738000.0,9,,31.8,
70,,1,4.352409061001355,150684102,4,,23.9,,70,1,19.0,5738000.0,9,,38.0,
71,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,71,0,5.0,5900000.0,1,1.0,30.0,
72,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,72,0,12.0,6000000.0,1,,35.0,1.0
73,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,73,0,12.0,6000000.0,1,1.0,35.1,0.0
74,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,74,0,5.0,6100000.0,1,1.0,34.0,1.0
75,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,75,0,12.0,6100000.0,1,1.0,36.0,1.0
76,,1,3.7882329303994866,151005044,4,,15.0,6.0,76,1,4.0,6258687.0,1,,25.5,1.0
77,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,77,1,,6258687.0,1,,25.5,1.0
78,,1,3.7882329303994866,151005116,3,,17.0,6.0,78,1,4.0,6325576.0,1,,30.0,1.0
79,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,79,0,6.0,6325576.0,1,0.0,29.5,1.0
80,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,80,1,,6355668.0,1,,22.3,1.0
81,1.0,0,6.332048955994337,150459322,2,10.0,18.0,10.0,81,0,12.0,6400000.0,1,1.0,34.0,1.0
82,,1,3.7882329303994866,151005216,3,,18.0,6.0,82,1,4.0,6437035.0,1,,33.5,1.0
83,,1,3.7882329303994866,151005085,4,,16.0,6.0,83,1,4.0,6449418.0,1,,28.5,1.0
84,0.0,1,2.3692312087130074,151030500,3,,92.1,15.0,84,0,13.0,46050000.0,2,1.0,92.1,0.0
85,,1,1.4654699734454433,148356545,3,12.7,52.7,11.0,85,1,5.0,83283060.0,1,,72.8,1.0
86,1.0,1,2.512398796331597,149387518,3,12.1,66.8,2.0,86,0,7.0,93000000.0,3,0.0,142.0,1.0
87,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,87,1,,4585315.0,1,,17.3,1.0
88,,1,3.7882329303994866,151004941,2,,10.0,6.0,88,1,5.0,4814581.0,1,,17.3,1.0
89,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,89,0,6.0,4814581.0,1,0.0,17.3,1.0
90,,1,4.352409061001355,150683709,4,,19.8,,90,1,19.0,4897200.0,9,,27.4,
91,,1,4.352409061001355,150682443,5,,19.8,,91,1,19.0,5168000.0,9,,27.2,
92,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,92,1,,5225953.0,1,,18.1,1.0
93,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,93,0,9.0,5300000.0,1,1.0,32.0,1.0
94,,1,3.7882329303994866,151004981,5,,10.0,6.0,94,1,5.0,5377566.0,1,,18.3,1.0
95,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,95,0,6.0,5496232.0,1,0.0,23.7,1.0
96,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,96,0,1.0,5550000.0,1,,37.4,1.0
97,,1,4.352409061001355,150683797,5,,21.7,,97,1,19.0,5738000.0,9,,31.8,
98,,1,4.352409061001355,150684102,4,,23.9,,98,1,19.0,5738000.0,9,,38.0,
99,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,99,0,5.0,5900000.0,1,1.0,30.0,
100,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,100,0,12.0,6000000.0,1,,35.0,1.0
101,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,101,0,12.0,6000000.0,1,1.0,35.1,0.0
102,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,102,0,5.0,6100000.0,1,1.0,34.0,1.0
103,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,103,0,12.0,6100000.0,1,1.0,36.0,1.0
104,,1,3.7882329303994866,151005044,4,,15.0,6.0,104,1,4.0,6258687.0,1,,25.5,1.0
105,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,105,1,,6258687.0,1,,25.5,1.0
106,,1,3.7882329303994866,151005116,3,,17.0,6.0,106,1,4.0,6325576.0,1,,30.0,1.0
107,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,107,0,6.0,6325576.0,1,0.0,29.5,1.0
108,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,108,1,,6355668.0,1,,22.3,1.0
109,1.0,0,6.332048955994337,150459322,2,10.0,18.0,10.0,109,0,12.0,6400000.0,1,1.0,34.0,1.0
110,,1,3.7882329303994866,151005216,3,,18.0,6.0,110,1,4.0,6437035.0,1,,33.5,1.0
111,,1,3.7882329303994866,151005085,4,,16.0,6.0,111,1,4.0,6449418.0,1,,28.5,1.0
112,2.0,0,3.3428069435998595,150857789,10,12.0,46.0,5.0,112,0,12.0,26990000.0,3,,78.0,1.0
113,1.0,1,1.7559690494410425,150969676,4,17.0,97.0,3.0,113,0,6.0,84000000.0,4,,143.0,0.0
114,,0,2.4390263424899854,150090582,2,,,12.0,114,0,14.0,208929456.0,4,,270.3,1.0
115,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,115,1,,4585315.0,1,,17.3,1.0
116,,1,3.7882329303994866,151004941,2,,10.0,6.0,116,1,5.0,4814581.0,1,,17.3,1.0
117,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,117,0,6.0,4814581.0,1,0.0,17.3,1.0
118,,1,4.352409061001355,150683709,4,,19.8,,118,1,19.0,4897200.0,9,,27.4,
119,,1,4.352409061001355,150682443,5,,19.8,,119,1,19.0,5168000.0,9,,27.2,
120,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,120,1,,5225953.0,1,,18.1,1.0
121,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,121,0,9.0,5300000.0,1,1.0,32.0,1.0
122,,1,3.7882329303994866,151004981,5,,10.0,6.0,122,1,5.0,5377566.0,1,,18.3,1.0
123,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,123,0,6.0,5496232.0,1,0.0,23.7,1.0
124,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,124,0,1.0,5550000.0,1,,37.4,1.0
125,,1,4.352409061001355,150683797,5,,21.7,,125,1,19.0,5738000.0,9,,31.8,
126,,1,4.352409061001355,150684102,4,,23.9,,126,1,19.0,5738000.0,9,,38.0,
127,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,127,0,5.0,5900000.0,1,1.0,30.0,
128,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,128,0,12.0,6000000.0,1,,35.0,1.0
129,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,129,0,12.0,6000000.0,1,1.0,35.1,0.0
130,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,130,0,5.0,6100000.0,1,1.0,34.0,1.0
131,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,131,0,12.0,6100000.0,1,1.0,36.0,1.0
132,,1,3.7882329303994866,151005044,4,,15.0,6.0,132,1,4.0,6258687.0,1,,25.5,1.0
133,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,133,1,,6258687.0,1,,25.5,1.0
134,,1,3.7882329303994866,151005116,3,,17.0,6.0,134,1,4.0,6325576.0,1,,30.0,1.0
135,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,135,0,6.0,6325576.0,1,0.0,29.5,1.0
136,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,136,1,,6355668.0,1,,22.3,1.0
137,1.0,0,6.332048955994337,150459322,2,10.0,18.0,10.0,137,0,12.0,6400000.0,1,1.0,34.0,1.0
138,,1,3.7882329303994866,151005216,3,,18.0,6.0,138,1,4.0,6437035.0,1,,33.5,1.0
139,,1,3.7882329303994866,151005085,4,,16.0,6.0,139,1,4.0,6449418.0,1,,28.5,1.0
140,,0,3.462512339862313,150122016,3,,65.0,10.0,140,0,5.0,76099320.0,3,1.0,95.0,1.0
141,1.0,0,3.3323016202326845,151006876,4,13.4,110.0,13.0,141,0,6.0,35000000.0,5,,155.0,1.0
142,,0,2.169641266449693,151069549,2,30.0,18.0,5.0,142,0,6.0,38335680.0,1,,73.0,1.0
143,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,143,1,,4585315.0,1,,17.3,1.0
144,,1,3.7882329303994866,151004941,2,,10.0,6.0,144,1,5.0,4814581.0,1,,17.3,1.0
145,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,145,0,6.0,4814581.0,1,0.0,17.3,1.0
146,,1,4.352409061001355,150683709,4,,19.8,,146,1,19.0,4897200.0,9,,27.4,
147,,1,4.352409061001355,150682443,5,,19.8,,147,1,19.0,5168000.0,9,,27.2,
148,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,148,1,,5225953.0,1,,18.1,1.0
149,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,149,0,9.0,5300000.0,1,1.0,32.0,1.0
150,,1,3.7882329303994866,151004981,5,,10.0,6.0,150,1,5.0,5377566.0,1,,18.3,1.0
151,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,151,0,6.0,5496232.0,1,0.0,23.7,1.0
152,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,152,0,1.0,5550000.0,1,,37.4,1.0
153,,1,4.352409061001355,150683797,5,,21.7,,153,1,19.0,5738000.0,9,,31.8,
154,,1,4.352409061001355,150684102,4,,23.9,,154,1,19.0,5738000.0,9,,38.0,
155,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,155,0,5.0,5900000.0,1,1.0,30.0,
156,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,156,0,12.0,6000000.0,1,,35.0,1.0
157,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,157,0,12.0,6000000.0,1,1.0,35.1,0.0
158,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,158,0,5.0,6100000.0,1,1.0,34.0,1.0
159,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,159,0,12.0,6100000.0,1,1.0,36.0,1.0
160,,1,3.7882329303994866,151005044,4,,15.0,6.0,160,1,4.0,6258687.0,1,,25.5,1.0
161,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,161,1,,6258687.0,1,,25.5,1.0
162,,1,3.7882329303994866,151005116,3,,17.0,6.0,162,1,4.0,6325576.0,1,,30.0,1.0
163,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,163,0,6.0,6325576.0,1,0.0,29.5,1.0
164,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,164,1,,6355668.0,1,,22.3,1.0
165,1.0,0,6.332048955994337,150459322,2,10.0,18.0,10.0,165,0,12.0,6400000.0,1,1.0,34.0,1.0
166,,1,3.7882329303994866,151005216,3,,18.0,6.0,166,1,4.0,6437035.0,1,,33.5,1.0
167,,1,3.7882329303994866,151005085,4,,16.0,6.0,167,1,4.0,6449418.0,1,,28.5,1.0
168,,1,1.0259053639369415,149517613,2,,,3.0,168,0,3.0,27973000.0,1,,51.0,1.0
169,,1,3.6017626865324033,50960718,3,,,5.0,169,1,39.0,8076150.0,1,,41.1,1.0
170,1.0,1,3.7882329303994866,149490088,3,10.0,45.0,5.0,170,0,5.0,9800000.0,2,1.0,60.0,1.0
171,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,171,1,,4585315.0,1,,17.3,1.0
172,,1,3.7882329303994866,151004941,2,,10.0,6.0,172,1,5.0,4814581.0,1,,17.3,1.0
173,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,173,0,6.0,4814581.0,1,0.0,17.3,1.0
174,,1,4.352409061001355,150683709,4,,19.8,,174,1,19.0,4897200.0,9,,27.4,
175,,1,4.352409061001355,150682443,5,,19.8,,175,1,19.0,5168000.0,9,,27.2,
176,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,176,1,,5225953.0,1,,18.1,1.0
177,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,177,0,9.0,5300000.0,1,1.0,32.0,1.0
178,,1,3.7882329303994866,151004981,5,,10.0,6.0,178,1,5.0,5377566.0,1,,18.3,1.0
179,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,179,0,6.0,5496232.0,1,0.0,23.7,1.0
180,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,180,0,1.0,5550000.0,1,,37.4,1.0
181,,1,4.352409061001355,150683797,5,,21.7,,181,1,19.0,5738000.0,9,,31.8,
182,,1,4.352409061001355,150684102,4,,23.9,,182,1,19.0,5738000.0,9,,38.0,
183,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,183,0,5.0,5900000.0,1,1.0,30.0,
184,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,184,0,12.0,6000000.0,1,,35.0,1.0
185,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,185,0,12.0,6000000.0,1,1.0,35.1,0.0
186,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,186,0,5.0,6100000.0,1,1.0,34.0,1.0
187,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,187,0,12.0,6100000.0,1,1.0,36.0,1.0
188,,1,3.7882329303994866,151005044,4,,15.0,6.0,188,1,4.0,6258687.0,1,,25.5,1.0
189,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,189,1,,6258687.0,1,,25.5,1.0
190,,1,3.7882329303994866,151005116,3,,17.0,6.0,190,1,4.0,6325576.0,1,,30.0,1.0
191,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,191,0,6.0,6325576.0,1,0.0,29.5,1.0
192,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,192,1,,6355668.0,1,,22.3,1.0
193,1.0,0,6.332048955994337,150459322,2,10.0,18.0,10.0,193,0,12.0,6400000.0,1,1.0,34.0,1.0
194,,1,3.7882329303994866,151005216,3,,18.0,6.0,194,1,4.0,6437035.0,1,,33.5,1.0
195,,1,3.7882329303994866,151005085,4,,16.0,6.0,195,1,4.0,6449418.0,1,,28.5,1.0
196,,1,4.104959955404858,150716571,6,,169.8,9.0,196,0,18.0,93379000.0,4,,169.8,1.0
197,0.0,1,0.8238571969481799,151047221,6,10.0,96.0,1.0,197,0,6.0,71879400.0,4,0.0,125.0,1.0
198,1.0,0,3.310009299551876,150753243,2,9.5,35.0,6.0,198,0,14.0,15100000.0,2,,58.0,1.0
199,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,199,1,,4585315.0,1,,17.3,1.0
200,,1,3.7882329303994866,151004941,2,,10.0,6.0,200,1,5.0,4814581.0,1,,17.3,1.0
201,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,201,0,6.0,4814581.0,1,0.0,17.3,1.0
202,,1,4.352409061001355,150683709,4,,19.8,,202,1,19.0,4897200.0,9,,27.4,
203,,1,4.352409061001355,150682443,5,,19.8,,203,1,19.0,5168000.0,9,,27.2,
204,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,204,1,,5225953.0,1,,18.1,1.0
205,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,205,0,9.0,5300000.0,1,1.0,32.0,1.0
206,,1,3.7882329303994866,151004981,5,,10.0,6.0,206,1,5.0,5377566.0,1,,18.3,1.0
207,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,207,0,6.0,5496232.0,1,0.0,23.7,1.0
208,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,208,0,1.0,5550000.0,1,,37.4,1.0
209,,1,4.352409061001355,150683797,5,,21.7,,209,1,19.0,5738000.0,9,,31.8,
210,,1,4.352409061001355,150684102,4,,23.9,,210,1,19.0,5738000.0,9,,38.0,
211,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,211,0,5.0,5900000.0,1,1.0,30.0,
212,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,212,0,12.0,6000000.0,1,,35.0,1.0
213,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,213,0,12.0,6000000.0,1,1.0,35.1,0.0
214,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,214,0,5.0,6100000.0,1,1.0,34.0,1.0
215,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,215,0,12.0,6100000.0,1,1.0,36.0,1.0
216,,1,3.7882329303994866,151005044,4,,15.0,6.0,216,1,4.0,6258687.0,1,,25.5,1.0
217,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,217,1,,6258687.0,1,,25.5,1.0
218,,1,3.7882329303994866,151005116,3,,17.0,6.0,218,1,4.0,6325576.0,1,,30.0,1.0
219,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,219,0,6.0,6325576.0,1,0.0,29.5,1.0
220,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,220,1,,6355668.0,1,,22.3,1.0
221,1.0,0,6.332048955994337,150459322,2,10.0,18.0,10.0,221,0,12.0,6400000.0,1,1.0,34.0,1.0
222,,1,3.7882329303994866,151005216,3,,18.0,6.0,222,1,4.0,6437035.0,1,,33.5,1.0
223,,1,3.7882329303994866,151005085,4,,16.0,6.0,223,1,4.0,6449418.0,1,,28.5,1.0
224,,1,1.109768550292495,150978462,1,10.0,65.5,5.0,224,1,6.0,28859000.0,2,,101.0,1.0
225,,1,2.5713257519352566,30613678,7,,135.0,3.0,225,0,14.0,103506336.0,3,0.0,135.0,1.0
226,,0,3.462512339862313,150122016,3,,65.0,10.0,226,0,5.0,76671360.0,3,1.0,95.0,1.0
227,0.0,0,3.7882329303994866,149031259,2,,17.3,6.0,227,1,,4585315.0,1,,17.3,1.0
228,,1,3.7882329303994866,151004941,2,,10.0,6.0,228,1,5.0,4814581.0,1,,17.3,1.0
229,0.0,1,3.815344615914285,150346368,2,,17.3,5.0,229,0,6.0,4814581.0,1,0.0,17.3,1.0
230,,1,4.352409061001355,150683709,4,,19.8,,230,1,19.0,4897200.0,9,,27.4,
231,,1,4.352409061001355,150682443,5,,19.8,,231,1,19.0,5168000.0,9,,27.2,
232,0.0,0,3.7882329303994866,149031296,4,,18.1,6.0,232,1,,5225953.0,1,,18.1,1.0
233,,0,3.8240334740446054,150640194,1,7.0,20.0,4.0,233,0,9.0,5300000.0,1,1.0,32.0,1.0
234,,1,3.7882329303994866,151004981,5,,10.0,6.0,234,1,5.0,5377566.0,1,,18.3,1.0
235,0.0,1,3.815344615914285,148794719,2,,23.7,5.0,235,0,6.0,5496232.0,1,0.0,23.7,1.0
236,1.0,0,4.812484619562877,149565205,1,9.6,20.0,10.0,236,0,1.0,5550000.0,1,,37.4,1.0
237,,1,4.352409061001355,150683797,5,,21.7,,237,1,19.0,5738000.0,9,,31.8,
238,,1,4.352409061001355,150684102,4,,23.9,,238,1,19.0,5738000.0,9,,38.0,
239,1.0,1,6.097518083733642,149849414,3,6.0,16.0,,239,0,5.0,5900000.0,1,1.0,30.0,
240,,0,6.05869238394482,149300855,1,10.0,20.0,13.0,240,0,12.0,6000000.0,1,,35.0,1.0
241,1.0,0,3.9221749039613076,149788538,12,9.6,20.1,10.0,241,0,12.0,6000000.0,1,1.0,35.1,0.0
242,1.0,1,3.9487536363918996,148112883,2,8.0,21.0,12.0,242,0,5.0,6100000.0,1,1.0,34.0,1.0
243,1.0,0,3.9221749039613076,149727197,12,10.0,20.0,10.0,243,0,12.0,6100000.0,1,1.0,36.0,1.0
244,,1,3.7882329303994866,151005044,4,,15.0,6.0,244,1,4.0,6258687.0,1,,25.5,1.0
245,0.0,0,3.7882329303994866,149031382,4,,25.5,6.0,245,1,,6258687.0,1,,25.5,1.0
246,,1,3.7882329303994866,151005116,3,,17.0,6.0,246,1,4.0,6325576.0,1,,30.0,1.0
247,0.0,1,3.810116156113054,148800467,3,,29.5,5.0,247,0,6.0,6325576.0,1,0.0,29.5,1.0
248,0.0,0,3.7882329303994866,149031279,3,,22.3,6.0,248,1,,6355668.0,1,,22.3,1.0
